# Force          
# CofR           : 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
#                
# Time           	total_x total_y total_z	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
3.6              	1.3151864132e-02 -4.5318966933e-02 -1.2939360701e-01	(1.0528682467e-02 -4.5603708049e-02 -1.2859483387e-01)	(2.6231816647e-03 2.8474111618e-04 -7.9877314198e-04)
3.601            	1.3277096192e-02 -4.5583351086e-02 -1.3037282354e-01	(1.0662362408e-02 -4.5870284512e-02 -1.2956922817e-01)	(2.6147337839e-03 2.8693342639e-04 -8.0359537459e-04)
3.602            	1.3194430596e-02 -4.5724792372e-02 -1.3090327636e-01	(1.0588336650e-02 -4.6013873297e-02 -1.3009490234e-01)	(2.6060939462e-03 2.8908092500e-04 -8.0837402007e-04)
3.603            	1.2932037134e-02 -4.5572135633e-02 -1.3049668559e-01	(1.0335316352e-02 -4.5863257074e-02 -1.2968369783e-01)	(2.5967207819e-03 2.9112144076e-04 -8.1298775990e-04)
3.604            	1.2772287141e-02 -4.6016344135e-02 -1.3173896134e-01	(1.0185289366e-02 -4.6309251243e-02 -1.3092143857e-01)	(2.5869977743e-03 2.9290710790e-04 -8.1752276888e-04)
3.605            	1.2788325333e-02 -4.6191248484e-02 -1.3258168688e-01	(1.0211031286e-02 -4.6486082211e-02 -1.3175960416e-01)	(2.5772940472e-03 2.9483372683e-04 -8.2208272809e-04)
3.606            	1.2131071675e-02 -4.6103074914e-02 -1.3203552311e-01	(9.5652434946e-03 -4.6399095381e-02 -1.3120924122e-01)	(2.5658281802e-03 2.9602046710e-04 -8.2628188699e-04)
3.607            	1.3752757662e-02 -4.7955648798e-02 -1.3856524318e-01	(1.1193734515e-02 -4.8254436284e-02 -1.3773378347e-01)	(2.5590231465e-03 2.9878748560e-04 -8.3145970751e-04)
3.608            	1.3075538273e-02 -4.7148283365e-02 -1.3573757465e-01	(1.0525013114e-02 -4.7448935885e-02 -1.3490166193e-01)	(2.5505251587e-03 3.0065252022e-04 -8.3591271452e-04)
3.609            	1.3719092210e-02 -4.7836076562e-02 -1.3842441936e-01	(1.1175473397e-02 -4.8139373148e-02 -1.3758371085e-01)	(2.5436188126e-03 3.0329658601e-04 -8.4070851059e-04)
3.61             	1.3569753100e-02 -4.7814703096e-02 -1.3840900882e-01	(1.1033400419e-02 -4.8120481157e-02 -1.3756366900e-01)	(2.5363526815e-03 3.0577806075e-04 -8.4533982828e-04)
3.611            	1.3478886587e-02 -4.8080645767e-02 -1.3938558092e-01	(1.0950074099e-02 -4.8388913713e-02 -1.3853561569e-01)	(2.5288124884e-03 3.0826794627e-04 -8.4996523062e-04)
3.612            	1.3190680444e-02 -4.7482593854e-02 -1.3766712177e-01	(1.0670132466e-02 -4.7793302248e-02 -1.3681278663e-01)	(2.5205479779e-03 3.1070839341e-04 -8.5433513729e-04)
3.613            	1.3686820974e-02 -4.8729272231e-02 -1.4155243212e-01	(1.1173105651e-02 -4.9042402149e-02 -1.4069355411e-01)	(2.5137153227e-03 3.1312991764e-04 -8.5887801040e-04)
3.614            	1.3581331751e-02 -4.8674630491e-02 -1.4159229964e-01	(1.1074753803e-02 -4.8990215992e-02 -1.4072892543e-01)	(2.5065779479e-03 3.1558550102e-04 -8.6337421712e-04)
3.615            	1.3502434444e-02 -4.8982013169e-02 -1.4265372164e-01	(1.1003212235e-02 -4.9300016872e-02 -1.4178584058e-01)	(2.4992222084e-03 3.1800370226e-04 -8.6788106307e-04)
3.616            	1.3512279132e-02 -4.9166048986e-02 -1.4332992518e-01	(1.1020310754e-02 -4.9486429366e-02 -1.4245760297e-01)	(2.4919683777e-03 3.2038037969e-04 -8.7232221139e-04)
3.617            	1.2113023927e-02 -4.9017738213e-02 -1.4195460417e-01	(9.6323265890e-03 -4.9338502029e-02 -1.4107867639e-01)	(2.4806973380e-03 3.2076381585e-04 -8.7592778411e-04)
3.618            	1.3799870281e-02 -4.9895769834e-02 -1.4630628208e-01	(1.1325342296e-02 -5.0219691238e-02 -1.4542543037e-01)	(2.4745279849e-03 3.2392140420e-04 -8.8085171218e-04)
3.619            	1.3767132884e-02 -5.0307874998e-02 -1.4745949536e-01	(1.1298934503e-02 -5.0634489037e-02 -1.4657393793e-01)	(2.4681983809e-03 3.2661403884e-04 -8.8555743006e-04)
3.62             	1.3618557879e-02 -5.0251838106e-02 -1.4735730708e-01	(1.1157130093e-02 -5.0580946056e-02 -1.4646725289e-01)	(2.4614277855e-03 3.2910794993e-04 -8.9005419238e-04)
3.621            	1.3614408332e-02 -5.0499361127e-02 -1.4831324063e-01	(1.1159729218e-02 -5.0830992543e-02 -1.4741870656e-01)	(2.4546791143e-03 3.3163141550e-04 -8.9453407945e-04)
3.622            	1.3693136587e-02 -5.0753370173e-02 -1.4935478178e-01	(1.1244937125e-02 -5.1087611040e-02 -1.4845574742e-01)	(2.4481994621e-03 3.3424086715e-04 -8.9903435595e-04)
3.623            	1.3729641232e-02 -5.0914616127e-02 -1.4998310105e-01	(1.1287787159e-02 -5.1251432729e-02 -1.4907964401e-01)	(2.4418540726e-03 3.3681660244e-04 -9.0345704014e-04)
3.624            	1.3785910812e-02 -5.1137822712e-02 -1.5087680857e-01	(1.1350160413e-02 -5.1477207579e-02 -1.4996894625e-01)	(2.4357503991e-03 3.3938486620e-04 -9.0786232132e-04)
3.625            	1.3716098829e-02 -5.1377400438e-02 -1.5178582815e-01	(1.1286668241e-02 -5.1719304920e-02 -1.5087356942e-01)	(2.4294305878e-03 3.4190448132e-04 -9.1225873352e-04)
3.626            	1.3668686764e-02 -5.1518322081e-02 -1.5241607427e-01	(1.1245585152e-02 -5.1862714450e-02 -1.5149947626e-01)	(2.4231016121e-03 3.4439236885e-04 -9.1659801471e-04)
3.627            	1.3711946106e-02 -5.1757572341e-02 -1.5332848528e-01	(1.1295043608e-02 -5.2104429177e-02 -1.5240756417e-01)	(2.4169024980e-03 3.4685683604e-04 -9.2092110956e-04)
3.628            	1.2923994654e-02 -5.1792987551e-02 -1.5321660342e-01	(1.0515477761e-02 -5.2141473254e-02 -1.5229167702e-01)	(2.4085168924e-03 3.4848570299e-04 -9.2492639996e-04)
3.629            	1.4187527677e-02 -5.2431674754e-02 -1.5599781169e-01	(1.1783706262e-02 -5.2782988102e-02 -1.5506838582e-01)	(2.4038214147e-03 3.5131334841e-04 -9.2942587196e-04)
3.63             	1.3776423603e-02 -5.2468876451e-02 -1.5607286907e-01	(1.1378441767e-02 -5.2822605730e-02 -1.5513916444e-01)	(2.3979818367e-03 3.5372927946e-04 -9.3370463297e-04)
3.631            	1.3689947534e-02 -5.2879866825e-02 -1.5753920012e-01	(1.1298128242e-02 -5.3235939336e-02 -1.5660117318e-01)	(2.3918192921e-03 3.5607251178e-04 -9.3802694497e-04)
3.632            	1.3810831435e-02 -5.2986257294e-02 -1.5815664001e-01	(1.1424786263e-02 -5.3344763454e-02 -1.5721430193e-01)	(2.3860451720e-03 3.5850616074e-04 -9.4233807549e-04)
3.633            	1.3739441260e-02 -5.3238106880e-02 -1.5921044076e-01	(1.1359390654e-02 -5.3599072242e-02 -1.5826377313e-01)	(2.3800506060e-03 3.6096536219e-04 -9.4666763292e-04)
3.634            	1.3951086919e-02 -5.3337659469e-02 -1.5959270300e-01	(1.1576360656e-02 -5.3700993838e-02 -1.5864184942e-01)	(2.3747262627e-03 3.6333436976e-04 -9.5085358661e-04)
3.635            	1.3725783791e-02 -5.3406598667e-02 -1.6007493124e-01	(1.1356942535e-02 -5.3772268112e-02 -1.5911991897e-01)	(2.3688412561e-03 3.6566944503e-04 -9.5501226380e-04)
3.636            	1.3776123436e-02 -5.3603166352e-02 -1.6106323260e-01	(1.1413075380e-02 -5.3971353927e-02 -1.6010400749e-01)	(2.3630480563e-03 3.6818757565e-04 -9.5922511334e-04)
3.637            	1.3957993042e-02 -5.4291393299e-02 -1.6312439965e-01	(1.1600337661e-02 -5.4661744591e-02 -1.6216097000e-01)	(2.3576553818e-03 3.7035129178e-04 -9.6342965084e-04)
3.638            	1.3172036996e-02 -5.4163935839e-02 -1.6288421921e-01	(1.0822039323e-02 -5.4536147417e-02 -1.6191671812e-01)	(2.3499976728e-03 3.7221157848e-04 -9.6750108962e-04)
3.639            	1.3827604831e-02 -5.4877314461e-02 -1.6543652997e-01	(1.1483269063e-02 -5.5251792402e-02 -1.6446472378e-01)	(2.3443357686e-03 3.7447794018e-04 -9.7180618961e-04)
3.64             	1.3989575920e-02 -5.4753761202e-02 -1.6535580325e-01	(1.1650491993e-02 -5.5130580954e-02 -1.6437985519e-01)	(2.3390839266e-03 3.7681975280e-04 -9.7594806071e-04)
3.641            	1.4021377705e-02 -5.4968267463e-02 -1.6636251318e-01	(1.1687489016e-02 -5.5347521823e-02 -1.6538239361e-01)	(2.3338886890e-03 3.7925436054e-04 -9.8011957651e-04)
3.642            	1.4081995780e-02 -5.5160670233e-02 -1.6723426656e-01	(1.1753166967e-02 -5.5542390881e-02 -1.6625000192e-01)	(2.3288288135e-03 3.8172064744e-04 -9.8426464119e-04)
3.643            	1.4093151599e-02 -5.5414101560e-02 -1.6828954538e-01	(1.1769439597e-02 -5.5798282995e-02 -1.6730113581e-01)	(2.3237120022e-03 3.8418143455e-04 -9.8840957415e-04)
3.644            	1.3464685983e-02 -5.4943585661e-02 -1.6705899044e-01	(1.1147784363e-02 -5.5330162414e-02 -1.6606658773e-01)	(2.3169016196e-03 3.8657675286e-04 -9.9240271005e-04)
3.645            	1.2706299302e-02 -5.3698774247e-02 -1.6270188482e-01	(1.0397771527e-02 -5.4086957578e-02 -1.6170623341e-01)	(2.3085277750e-03 3.8818333161e-04 -9.9565141473e-04)
3.646            	1.3947805185e-02 -5.6383177843e-02 -1.7215033618e-01	(1.1644962096e-02 -5.6773695114e-02 -1.7115043756e-01)	(2.3028430889e-03 3.9051727104e-04 -9.9989862073e-04)
3.647            	1.2583071658e-02 -5.5513048282e-02 -1.6865799880e-01	(1.0289481531e-02 -5.5904360484e-02 -1.6765473575e-01)	(2.2935901272e-03 3.9131220155e-04 -1.0032630491e-03)
3.648            	1.4889128458e-02 -5.6964435347e-02 -1.7485267286e-01	(1.2598248648e-02 -5.7358926815e-02 -1.7384494273e-01)	(2.2908798104e-03 3.9449146770e-04 -1.0077301321e-03)
3.649            	1.4442875267e-02 -5.6914819747e-02 -1.7468742004e-01	(1.2156173411e-02 -5.7312059331e-02 -1.7367552246e-01)	(2.2867018560e-03 3.9723958437e-04 -1.0118975841e-03)
3.65             	1.4349771153e-02 -5.6916683435e-02 -1.7500734771e-01	(1.2067598064e-02 -5.7316703432e-02 -1.7399140811e-01)	(2.2821730892e-03 4.0001999710e-04 -1.0159395956e-03)
3.651            	1.4029434038e-02 -5.6421662707e-02 -1.7387532462e-01	(1.1752655425e-02 -5.6824640769e-02 -1.7285549363e-01)	(2.2767786134e-03 4.0297806175e-04 -1.0198309863e-03)
3.652            	1.4561057099e-02 -5.7619801913e-02 -1.7766018637e-01	(1.2288392785e-02 -5.8025423385e-02 -1.7663636969e-01)	(2.2726643149e-03 4.0562147165e-04 -1.0238166786e-03)
3.653            	1.4425393361e-02 -5.7421895420e-02 -1.7743421565e-01	(1.2157262020e-02 -5.7830292315e-02 -1.7640651908e-01)	(2.2681313414e-03 4.0839689585e-04 -1.0276965667e-03)
3.654            	1.4469401545e-02 -5.7616299774e-02 -1.7829233042e-01	(1.2205767719e-02 -5.8027444443e-02 -1.7726081275e-01)	(2.2636338261e-03 4.1114466873e-04 -1.0315176771e-03)
3.655            	1.4428962008e-02 -5.7866791552e-02 -1.7938470723e-01	(1.2170014584e-02 -5.8280680016e-02 -1.7834937937e-01)	(2.2589474240e-03 4.1388846446e-04 -1.0353278586e-03)
3.656            	1.3803486194e-02 -5.7793929499e-02 -1.7910633002e-01	(1.1551019206e-02 -5.8209951341e-02 -1.7806747876e-01)	(2.2524669880e-03 4.1602184198e-04 -1.0388512622e-03)
3.657            	1.4568414866e-02 -5.8194642710e-02 -1.8106402207e-01	(1.2320318249e-02 -5.8613532717e-02 -1.8002136942e-01)	(2.2480966165e-03 4.1889000661e-04 -1.0426526466e-03)
3.658            	1.4544564442e-02 -5.8297665660e-02 -1.8170928521e-01	(1.2301039261e-02 -5.8719440073e-02 -1.8066290542e-01)	(2.2435251816e-03 4.2177441335e-04 -1.0463797872e-03)
3.659            	1.4559399821e-02 -5.8476306264e-02 -1.8261416316e-01	(1.2320522109e-02 -5.8901015672e-02 -1.8156408399e-01)	(2.2388777124e-03 4.2470940794e-04 -1.0500791664e-03)
3.66             	1.4583951118e-02 -5.8688480414e-02 -1.8360019124e-01	(1.2349776717e-02 -5.9116120311e-02 -1.8254643389e-01)	(2.2341744010e-03 4.2763989767e-04 -1.0537573489e-03)
3.661            	1.4665698266e-02 -5.8752396667e-02 -1.8415825848e-01	(1.2436074552e-02 -5.9183046698e-02 -1.8310089146e-01)	(2.2296237133e-03 4.3065003125e-04 -1.0573670201e-03)
3.662            	1.4595968152e-02 -5.8953116154e-02 -1.8510677030e-01	(1.2371225850e-02 -5.9386732131e-02 -1.8404582817e-01)	(2.2247423024e-03 4.3361597669e-04 -1.0609421294e-03)
3.663            	1.3796917920e-02 -5.9190401383e-02 -1.8573296239e-01	(1.1579505312e-02 -5.9626133466e-02 -1.8466869406e-01)	(2.2174126081e-03 4.3573208331e-04 -1.0642683258e-03)
3.664            	1.4596810761e-02 -5.9202478233e-02 -1.8657304001e-01	(1.2384275020e-02 -5.9641241637e-02 -1.8550523385e-01)	(2.2125357411e-03 4.3876340371e-04 -1.0678061645e-03)
3.665            	1.4308702059e-02 -5.8854534862e-02 -1.8590936849e-01	(1.2101915822e-02 -5.9296560069e-02 -1.8483807017e-01)	(2.2067862370e-03 4.4202520748e-04 -1.0712983226e-03)
3.666            	1.4970358147e-02 -5.9938516216e-02 -1.8968526712e-01	(1.2767626038e-02 -6.0383704982e-02 -1.8861039137e-01)	(2.2027321085e-03 4.4518876579e-04 -1.0748757592e-03)
3.667            	1.4763999141e-02 -5.9863166956e-02 -1.8979385824e-01	(1.2566017848e-02 -6.0311541879e-02 -1.8871546496e-01)	(2.1979812930e-03 4.4837492306e-04 -1.0783932796e-03)
3.668            	1.4936252041e-02 -5.9898279311e-02 -1.9030290222e-01	(1.2742585856e-02 -6.0349958907e-02 -1.8922106548e-01)	(2.1936661844e-03 4.5167959682e-04 -1.0818367381e-03)
3.669            	1.4884902733e-02 -6.0054701796e-02 -1.9118906809e-01	(1.2695874849e-02 -6.0509723617e-02 -1.9010379564e-01)	(2.1890278843e-03 4.5502182141e-04 -1.0852724494e-03)
3.67             	1.4886727125e-02 -6.0097871790e-02 -1.9170896844e-01	(1.2702361002e-02 -6.0556248424e-02 -1.9062034672e-01)	(2.1843661237e-03 4.5837663436e-04 -1.0886217250e-03)
3.671            	1.4177477119e-02 -6.0136893290e-02 -1.9184452848e-01	(1.1999951020e-02 -6.0598016551e-02 -1.9075275805e-01)	(2.1775260998e-03 4.6112326091e-04 -1.0917704332e-03)
3.672            	1.5089408623e-02 -6.0335801859e-02 -1.9333904734e-01	(1.2915995861e-02 -6.0800545086e-02 -1.9224391002e-01)	(2.1734127617e-03 4.6474322706e-04 -1.0951373177e-03)
3.673            	1.5018235025e-02 -6.0393071420e-02 -1.9397051147e-01	(1.2849292395e-02 -6.0861538006e-02 -1.9287199415e-01)	(2.1689426304e-03 4.6846658644e-04 -1.0985173221e-03)
3.674            	1.5175651066e-02 -6.0789258829e-02 -1.9549913084e-01	(1.3010864123e-02 -6.1261338615e-02 -1.9439726245e-01)	(2.1647869435e-03 4.7207978625e-04 -1.1018683954e-03)
3.675            	1.5127763188e-02 -6.0829643280e-02 -1.9609675014e-01	(1.2967420712e-02 -6.1305435126e-02 -1.9499155620e-01)	(2.1603424763e-03 4.7579184564e-04 -1.1051939403e-03)
3.676            	1.5068182728e-02 -6.0648796749e-02 -1.9587621933e-01	(1.2912372679e-02 -6.1128339575e-02 -1.9476783872e-01)	(2.1558100490e-03 4.7954282528e-04 -1.1083806060e-03)
3.677            	1.3971315933e-02 -5.9232292257e-02 -1.9115201980e-01	(1.1822829140e-02 -5.9715203622e-02 -1.9004097289e-01)	(2.1484867931e-03 4.8291136535e-04 -1.1110469148e-03)
3.678            	1.3590679084e-02 -5.9569570030e-02 -1.9188014289e-01	(1.1450548358e-02 -6.0054632694e-02 -1.9076676522e-01)	(2.1401307260e-03 4.8506266438e-04 -1.1133776711e-03)
3.679            	1.4584000605e-02 -6.1569328995e-02 -1.9949117841e-01	(1.2449993683e-02 -6.2057033254e-02 -1.9837471881e-01)	(2.1340069221e-03 4.8770425899e-04 -1.1164596016e-03)
3.68             	1.5631965781e-02 -6.1609534557e-02 -2.0095478115e-01	(1.3501025048e-02 -6.2101505939e-02 -1.9983474829e-01)	(2.1309407327e-03 4.9197138261e-04 -1.1200328621e-03)
3.681            	1.5441205723e-02 -6.1767537122e-02 -2.0182988138e-01	(1.3314102638e-02 -6.2263685160e-02 -2.0070632943e-01)	(2.1271030847e-03 4.9614803824e-04 -1.1235519582e-03)
3.682            	1.5442986599e-02 -6.1774172274e-02 -2.0210573178e-01	(1.3319741737e-02 -6.2274365166e-02 -2.0097885887e-01)	(2.1232448625e-03 5.0019289173e-04 -1.1268729159e-03)
3.683            	1.5463298137e-02 -6.1970290945e-02 -2.0333931026e-01	(1.3344077034e-02 -6.2474687544e-02 -2.0220906704e-01)	(2.1192211028e-03 5.0439659929e-04 -1.1302432171e-03)
3.684            	1.5434110300e-02 -6.2049281413e-02 -2.0399590206e-01	(1.3319135167e-02 -6.2557847995e-02 -2.0286235069e-01)	(2.1149751328e-03 5.0856658163e-04 -1.1335513705e-03)
3.685            	1.5401271733e-02 -6.1945263723e-02 -2.0428284451e-01	(1.3290684145e-02 -6.2458267746e-02 -2.0314602157e-01)	(2.1105875882e-03 5.1300402300e-04 -1.1368229405e-03)
3.686            	1.4809043736e-02 -6.2137237004e-02 -2.0457710096e-01	(1.2704607739e-02 -6.2653596724e-02 -2.0343737804e-01)	(2.1044359972e-03 5.1635971988e-04 -1.1397229272e-03)
3.687            	1.5566557051e-02 -6.2360984578e-02 -2.0637929279e-01	(1.3466208271e-02 -6.2881692097e-02 -2.0523630193e-01)	(2.1003487792e-03 5.2070751942e-04 -1.1429908613e-03)
3.688            	1.5559822976e-02 -6.2421029171e-02 -2.0706597970e-01	(1.3463666858e-02 -6.2946140946e-02 -2.0591975326e-01)	(2.0961561185e-03 5.2511177500e-04 -1.1462264435e-03)
3.689            	1.5401680898e-02 -6.2464057140e-02 -2.0756964048e-01	(1.3310244568e-02 -6.2993440732e-02 -2.0642024237e-01)	(2.0914363297e-03 5.2938359210e-04 -1.1493981065e-03)
3.69             	1.5650029267e-02 -6.2553278967e-02 -2.0848846623e-01	(1.3562741371e-02 -6.3087186287e-02 -2.0733586486e-01)	(2.0872878960e-03 5.3390732075e-04 -1.1526013650e-03)
3.691            	1.5542276828e-02 -6.2784446021e-02 -2.0969749709e-01	(1.3459642141e-02 -6.3322848855e-02 -2.0854167716e-01)	(2.0826346865e-03 5.3840283347e-04 -1.1558199337e-03)
3.692            	1.5615698378e-02 -6.2766654749e-02 -2.1007994140e-01	(1.3537551772e-02 -6.3309577386e-02 -2.0892099188e-01)	(2.0781466062e-03 5.4292263690e-04 -1.1589495261e-03)
3.693            	1.5114938844e-02 -6.2655635933e-02 -2.0991761924e-01	(1.3042815050e-02 -6.3202625245e-02 -2.0875573723e-01)	(2.0721237935e-03 5.4698931159e-04 -1.1618820037e-03)
3.694            	1.5813876466e-02 -6.2915672446e-02 -2.1179942562e-01	(1.3745837396e-02 -6.3467551591e-02 -2.1063437364e-01)	(2.0680390708e-03 5.5187914478e-04 -1.1650519817e-03)
3.695            	1.5881687374e-02 -6.2901873412e-02 -2.1215685023e-01	(1.3817668732e-02 -6.3458614240e-02 -2.1098874734e-01)	(2.0640186422e-03 5.5674082892e-04 -1.1681028888e-03)
3.696            	1.5759687194e-02 -6.2715874919e-02 -2.1229462970e-01	(1.3700127674e-02 -6.3277746705e-02 -2.1112352036e-01)	(2.0595595191e-03 5.6187178607e-04 -1.1711093386e-03)
3.697            	1.6004730756e-02 -6.3335447054e-02 -2.1458491739e-01	(1.3949230192e-02 -6.3902164629e-02 -2.1341078783e-01)	(2.0555005646e-03 5.6671757460e-04 -1.1741295687e-03)
3.698            	1.5909126424e-02 -6.3235544630e-02 -2.1491232151e-01	(1.3858035145e-02 -6.3807260337e-02 -2.1373523895e-01)	(2.0510912788e-03 5.7171570719e-04 -1.1770825683e-03)
3.699            	1.6010053966e-02 -6.3223548668e-02 -2.1522032831e-01	(1.3963187581e-02 -6.3800162965e-02 -2.1404045748e-01)	(2.0468663848e-03 5.7661429733e-04 -1.1798708234e-03)
3.7              	1.5440585066e-02 -6.3233075482e-02 -2.1550396451e-01	(1.3399656950e-02 -6.3814068355e-02 -2.1432152305e-01)	(2.0409281156e-03 5.8099287318e-04 -1.1824414630e-03)
3.701            	1.5957929395e-02 -6.3273135741e-02 -2.1651093269e-01	(1.3921502323e-02 -6.3859111212e-02 -2.1532579359e-01)	(2.0364270723e-03 5.8597547105e-04 -1.1851391062e-03)
3.702            	1.5943148777e-02 -6.3403678435e-02 -2.1726802485e-01	(1.3911320038e-02 -6.3994539981e-02 -2.1608028346e-01)	(2.0318287393e-03 5.9086154631e-04 -1.1877413872e-03)
3.703            	1.6161120925e-02 -6.3279254577e-02 -2.1771290690e-01	(1.4133402872e-02 -6.3875359645e-02 -2.1652256575e-01)	(2.0277180538e-03 5.9610506800e-04 -1.1903411568e-03)
3.704            	1.5461721646e-02 -6.2479969233e-02 -2.1520714896e-01	(1.3439749499e-02 -6.3081159528e-02 -2.1401453374e-01)	(2.0219721471e-03 6.0119029516e-04 -1.1926152170e-03)
3.705            	1.4002981897e-02 -6.1133914322e-02 -2.0984881675e-01	(1.1990437525e-02 -6.1738624259e-02 -2.0865476889e-01)	(2.0125443714e-03 6.0470993652e-04 -1.1940478589e-03)
3.706            	1.6134492033e-02 -6.3275987333e-02 -2.1970349994e-01	(1.4125878044e-02 -6.3886310303e-02 -2.1850667779e-01)	(2.0086139888e-03 6.1032296999e-04 -1.1968221463e-03)
3.707            	1.5806575743e-02 -6.3848108044e-02 -2.2142977886e-01	(1.3803091281e-02 -6.4462919866e-02 -2.2023038723e-01)	(2.0034844621e-03 6.1481182274e-04 -1.1993916272e-03)
3.708            	1.6335232720e-02 -6.3950929633e-02 -2.2286251479e-01	(1.4335491520e-02 -6.4570995300e-02 -2.2166036810e-01)	(1.9997411997e-03 6.2006566726e-04 -1.2021466905e-03)
3.709            	1.6425653145e-02 -6.3847526490e-02 -2.2314574684e-01	(1.4429486700e-02 -6.4472996584e-02 -2.2194092895e-01)	(1.9961664453e-03 6.2547009346e-04 -1.2048178874e-03)
3.71             	1.6381765906e-02 -6.3881869297e-02 -2.2389299273e-01	(1.4389409240e-02 -6.4512772824e-02 -2.2268557087e-01)	(1.9923566652e-03 6.3090352671e-04 -1.2074218571e-03)
3.711            	1.6540465820e-02 -6.3946999851e-02 -2.2483508221e-01	(1.4551542411e-02 -6.4583551318e-02 -2.2362503694e-01)	(1.9889234090e-03 6.3655146631e-04 -1.2100452676e-03)
3.712            	1.6457664171e-02 -6.4057717495e-02 -2.2571356629e-01	(1.4472543091e-02 -6.4699696156e-02 -2.2450098180e-01)	(1.9851210804e-03 6.4197866167e-04 -1.2125844961e-03)
3.713            	1.5671195193e-02 -6.3995214820e-02 -2.2545545125e-01	(1.3692231121e-02 -6.4641585654e-02 -2.2424067338e-01)	(1.9789640716e-03 6.4637083397e-04 -1.2147778689e-03)
3.714            	1.6512959934e-02 -6.4067066448e-02 -2.2692110012e-01	(1.4537634293e-02 -6.4718859602e-02 -2.2570382944e-01)	(1.9753256409e-03 6.5179315382e-04 -1.2172706760e-03)
3.715            	1.6334474044e-02 -6.3863045048e-02 -2.2686639495e-01	(1.4363321717e-02 -6.4520346386e-02 -2.2564667239e-01)	(1.9711523273e-03 6.5730133760e-04 -1.2197225623e-03)
3.716            	1.6561052004e-02 -6.4127669425e-02 -2.2840630756e-01	(1.4593557541e-02 -6.4790410446e-02 -2.2718414933e-01)	(1.9674944629e-03 6.6274102120e-04 -1.2221582322e-03)
3.717            	1.6602968223e-02 -6.4147934437e-02 -2.2915353577e-01	(1.4639031773e-02 -6.4816183953e-02 -2.2792894438e-01)	(1.9639364500e-03 6.6824951624e-04 -1.2245913838e-03)
3.718            	1.6625995956e-02 -6.4154697385e-02 -2.2982517671e-01	(1.4665661272e-02 -6.4828454328e-02 -2.2859816898e-01)	(1.9603346836e-03 6.7375694269e-04 -1.2270077297e-03)
3.719            	1.6079445803e-02 -6.4094582201e-02 -2.3001348639e-01	(1.4124332777e-02 -6.4773417537e-02 -2.2878419952e-01)	(1.9551130256e-03 6.7883533507e-04 -1.2292868737e-03)
3.72             	1.6689947878e-02 -6.4041379363e-02 -2.3065091222e-01	(1.4738244715e-02 -6.4725718104e-02 -2.2941928452e-01)	(1.9517031635e-03 6.8433874086e-04 -1.2316277010e-03)
3.721            	1.6476712408e-02 -6.4247193162e-02 -2.3192276764e-01	(1.4529196819e-02 -6.4936782251e-02 -2.3068879098e-01)	(1.9475155894e-03 6.8958908945e-04 -1.2339766600e-03)
3.722            	1.6492472000e-02 -6.4336984849e-02 -2.3298843942e-01	(1.4549122329e-02 -6.5031922276e-02 -2.3175204142e-01)	(1.9433496716e-03 6.9493742659e-04 -1.2363980064e-03)
3.723            	1.6655317415e-02 -6.4294410509e-02 -2.3350741249e-01	(1.4715661062e-02 -6.4994770245e-02 -2.3226864249e-01)	(1.9396563530e-03 7.0035973570e-04 -1.2387699987e-03)
3.724            	1.6631657053e-02 -6.4273844162e-02 -2.3411319768e-01	(1.4695832522e-02 -6.4979600764e-02 -2.3287207342e-01)	(1.9358245311e-03 7.0575660207e-04 -1.2411242614e-03)
3.725            	1.6322379610e-02 -6.4397489285e-02 -2.3498344707e-01	(1.4391391325e-02 -6.5108222743e-02 -2.3374004850e-01)	(1.9309882854e-03 7.1073345844e-04 -1.2433985706e-03)
3.726            	1.6779947997e-02 -6.4201303565e-02 -2.3532102151e-01	(1.4852372308e-02 -6.4917608082e-02 -2.3407525396e-01)	(1.9275756887e-03 7.1630451657e-04 -1.2457675471e-03)
3.727            	1.6701569856e-02 -6.4255694678e-02 -2.3615701380e-01	(1.4777716373e-02 -6.4977445795e-02 -2.3490891904e-01)	(1.9238534826e-03 7.2175111702e-04 -1.2480947565e-03)
3.728            	1.6595983085e-02 -6.4333558893e-02 -2.3694705557e-01	(1.4676125794e-02 -6.5060517580e-02 -2.3569666473e-01)	(1.9198572908e-03 7.2695868692e-04 -1.2503908350e-03)
3.729            	1.3593634247e-02 -6.0258384816e-02 -2.2040726974e-01	(1.1684671079e-02 -6.0988648194e-02 -2.1915642657e-01)	(1.9089631679e-03 7.3026337840e-04 -1.2508431705e-03)
3.73             	1.7189797847e-02 -6.4830415880e-02 -2.4068301267e-01	(1.5283070923e-02 -6.5566239346e-02 -2.3942941261e-01)	(1.9067269237e-03 7.3582346545e-04 -1.2536000667e-03)
3.731            	1.6483079511e-02 -6.4448761566e-02 -2.3937715334e-01	(1.4580591139e-02 -6.5189497899e-02 -2.3812115940e-01)	(1.9024883722e-03 7.4073633281e-04 -1.2559939465e-03)
3.732            	1.7085034063e-02 -6.4500861668e-02 -2.4075965025e-01	(1.5185121985e-02 -6.5247227660e-02 -2.3950114141e-01)	(1.8999120782e-03 7.4636599160e-04 -1.2585088365e-03)
